Plate,Well,Part,Plasmid,Resistance,Well Status,Type,Sequencing,Short Description,Genbank File,Comments,Source,Subparts
Plate 2,14B,BBa_I716106,pSB1C3,chloramphenicol,OK,T7,Confirmed(A),"""T7 Promoter (Mutant D)""",https://synbiohub.org/public/igem/BBa_I716106/1/gb,,iGEM07_Berkeley_UC,1
Plate 2,14C,BBa_J202010,pSB1C3,chloramphenicol,OK,Regulatory,Confirmed(A),"""PBAD Mutant#11""",https://synbiohub.org/public/igem/BBa_J202010/1/gb,,Tagkopoulos_Lab,1
Plate 2,14D,BBa_I716107,pSB1C3,chloramphenicol,OK,T7,Confirmed(A),"""T7 Promoter (Mutant E)""",https://synbiohub.org/public/igem/BBa_I716107/1/gb,,iGEM07_Berkeley_UC,1
Plate 2,14E,BBa_J202011,pSB1C3,chloramphenicol,OK,Regulatory,Confirmed(A),"""PBAD Mutant#12""",https://synbiohub.org/public/igem/BBa_J202011/1/gb,,Tagkopoulos_Lab,1
Plate 2,14F,BBa_I718009,pSB1C3,chloramphenicol,OK,Project,Confirmed(A),"""pTet-lox71-rbs-gfp-ter""",https://synbiohub.org/public/igem/BBa_I718009/1/gb,,iGEM07_Paris,6
Plate 2,14G,BBa_J202012,pSB1C3,chloramphenicol,OK,Regulatory,Confirmed(A),"""PBAD Mutant#13""",https://synbiohub.org/public/igem/BBa_J202012/1/gb,,Tagkopoulos_Lab,1
Plate 2,14H,BBa_I718011,pSB1C3,chloramphenicol,OK,Translational_Unit,Confirmed(A),"""rbs-dapA coli""",https://synbiohub.org/public/igem/BBa_I718011/1/gb,,iGEM07_Paris,2
Plate 2,14I,BBa_J202013,pSB1C3,chloramphenicol,OK,Regulatory,Confirmed(A),"""PBAD Mutant#14""",https://synbiohub.org/public/igem/BBa_J202013/1/gb,,Tagkopoulos_Lab,1
Plate 2,14J,BBa_I718012,pSB1C3,chloramphenicol,OK,Project,Confirmed(A),"""ptet-lox71-ter""",https://synbiohub.org/public/igem/BBa_I718012/1/gb,,iGEM07_Paris,4
Plate 2,14K,BBa_J202014,pSB1C3,chloramphenicol,OK,Regulatory,Confirmed(A),"""PBAD Mutant#15""",https://synbiohub.org/public/igem/BBa_J202014/1/gb,,Tagkopoulos_Lab,1
Plate 2,14L,BBa_I718013,pSB1C3,chloramphenicol,OK,Project,Confirmed(A),"""ter-lox66-rbs-dapA Coli""",https://synbiohub.org/public/igem/BBa_I718013/1/gb,,iGEM07_Paris,5
Plate 2,14M,BBa_K909009,pSB1C3,chloramphenicol,OK,Coding,Confirmed(A),"""cDNA of UV-B sensing protein UVR8 from Arabidopsis thaliana""",https://synbiohub.org/public/igem/BBa_K909009/1/gb,,iGEM12_ETH_Zurich,1
Plate 2,14N,BBa_I718014,pSB1C3,chloramphenicol,OK,Translational_Unit,Confirmed(A),"""rbs-dapA (B. Subtilis)""",https://synbiohub.org/public/igem/BBa_I718014/1/gb,,iGEM07_Paris,2
Plate 2,14O,BBa_K909014,pSB1C3,chloramphenicol,OK,Composite,Long part(A),"""Constitutive expression of pABA""",https://synbiohub.org/public/igem/BBa_K909014/1/gb,,iGEM12_ETH_Zurich,7
Plate 2,14P,BBa_I718015,pSB1C3,chloramphenicol,OK,Project,Confirmed(A),"""ter-lox66-rbs-dapA (B. Subtilis)""",https://synbiohub.org/public/igem/BBa_I718015/1/gb,,iGEM07_Paris,5
Plate 2,15A,BBa_K863010,pSB1C3,chloramphenicol,OK,Coding,Long part(A),"""tthl laccase from Thermus thermophilus with T7 promoter  RBS and His-tag """,https://synbiohub.org/public/igem/BBa_K863010/1/gb,,iGEM12_Bielefeld-Germany,1
Plate 2,15B,BBa_I13519,pSB1C3,chloramphenicol,OK,Composite,Confirmed(A),"""Screening Plasmid Intermediate""",https://synbiohub.org/public/igem/BBa_I13519/1/gb,,iGEM12_Bielefeld-Germany,5
Plate 2,15C,BBa_K863011,pSB1C3,chloramphenicol,OK,Coding,Long part(A),"""tthl laccase from Thermus thermophilus """,https://synbiohub.org/public/igem/BBa_K863011/1/gb,,iGEM12_Bielefeld-Germany,1
Plate 2,15D,BBa_I14044,pSB1C3,chloramphenicol,OK,Translational_Unit,Confirmed(A),"""weak RBS . LacI""",https://synbiohub.org/public/igem/BBa_I14044/1/gb,"""Plasmid unknown  AmpR""",iGEM12_Bielefeld-Germany,2
Plate 2,15E,BBa_K863020,pSB1C3,chloramphenicol,OK,Coding,Long part(A),"""bhal laccase from Bacillus halodurans with T7 promoter  RBS and His-tag""",https://synbiohub.org/public/igem/BBa_K863020/1/gb,,iGEM12_Bielefeld-Germany,1
Plate 2,15F,BBa_I13013,pSB1C3,chloramphenicol,OK,Translational_Unit,Confirmed(A),"""RBS Test R0040.B0032.E0130""",https://synbiohub.org/public/igem/BBa_I13013/1/gb,"""Plasmid unknown  AmpR""",iGEM12_Bielefeld-Germany,5
Plate 2,15G,BBa_K861031,pSB1C3,chloramphenicol,OK,Coding,Long part(A),"""FadJ  gene for fatty acid degradation from <i>E.coli str. K12</i>""",https://synbiohub.org/public/igem/BBa_K861031/1/gb,,iGEM12_WHU-China,1
Plate 2,15H,BBa_J61016,pSB1C3,chloramphenicol,OK,Other,Confirmed(A),"""Biobrick converter for BamHI-part-EcoRI""",https://synbiohub.org/public/igem/BBa_J61016/1/gb,,iGEM12_WHU-China,1
Plate 2,15I,BBa_K861042,pSB1C3,chloramphenicol,OK,Coding,Confirmed(A),"""FadA  gene for fatty acid degradation from <i>Salmonella enterica</i> LT2""",https://synbiohub.org/public/igem/BBa_K861042/1/gb,,iGEM12_WHU-China,1
Plate 2,15J,BBa_J37019,pSB1C3,chloramphenicol,OK,Project,Confirmed(A),"""AHL induced LuxR generator""",https://synbiohub.org/public/igem/BBa_J37019/1/gb,,iGEM12_WHU-China,3
Plate 2,15K,BBa_K907000,pSB1C3,chloramphenicol,OK,Coding,Long part(A),"""Mycobacterium Phage Bxb1 gp35  DNA integrase""",https://synbiohub.org/public/igem/BBa_K907000/1/gb,,iGEM12_KAIST_Korea,1
Plate 2,15L,BBa_R2109,pSB1C3,chloramphenicol,OK,Regulatory,Inconsistent(A),"""Promoter with operator site for C2003""",https://synbiohub.org/public/igem/BBa_R2109/1/gb,,iGEM12_KAIST_Korea,1
Plate 2,15M,BBa_K733012,pSB1C3,chloramphenicol,OK,Composite,Inconsistent(A),"""<i>xylR</i>+<i>PxylA</i>+RBS+<i>ydcE</i>+<i>Ptms</i>+RBS+<i>ydcD</i>: Cell Growth Inhibition Device""",https://synbiohub.org/public/igem/BBa_K733012/1/gb,,iGEM12_HKUST_Hong_Kong,2
Plate 2,15N,BBa_J61051,pSB1C3,chloramphenicol,OK,Regulatory,Confirmed(A),"""[Psal1]""",https://synbiohub.org/public/igem/BBa_J61051/1/gb,,iGEM12_HKUST_Hong_Kong,1
Plate 2,15O,BBa_K797000,pSB1C3,chloramphenicol,OK,Coding,Long part(A),"""tatABCD from E.coli""",https://synbiohub.org/public/igem/BBa_K797000/1/gb,,iGEM12_Kyoto,1
Plate 2,15P,BBa_J04421,pSB1C3,chloramphenicol,OK,Reporter,Confirmed(A),"""ECFP Coding Device with Promoter  RBS  Coding Sequence  and Terminator""",https://synbiohub.org/public/igem/BBa_J04421/1/gb,,iGEM2005,5
Plate 2,16A,BBa_K909015,pSB1C3,chloramphenicol,OK,Composite,Long part(A),"""p-ABA overproduction composite without promoter""",https://synbiohub.org/public/igem/BBa_K909015/1/gb,,iGEM12_ETH_Zurich,6
Plate 2,16B,BBa_S03855,pSB1C3,chloramphenicol,OK,Intermediate,Confirmed(A),"""I718017:E0840""",https://synbiohub.org/public/igem/BBa_S03855/1/gb,,Guests,5
Plate 2,16C,BBa_K909005,pSB1C3,chloramphenicol,OK,Composite,Long part(A),"""cI protein with EYFP as a reporter""",https://synbiohub.org/public/igem/BBa_K909005/1/gb,,iGEM12_ETH_Zurich,6
Plate 2,16D,BBa_S03857,pSB1C3,chloramphenicol,OK,Intermediate,Confirmed(A),"""E0840:I718016""",https://synbiohub.org/public/igem/BBa_S03857/1/gb,,Guests,5
Plate 2,16E,BBa_K812010,pSB1C3,chloramphenicol,OK,Device,Confirmed(A),"""GFP fused with AID-tag  (ubuquitinase E3 OsTirI recoginition domain)""",https://synbiohub.org/public/igem/BBa_K812010/1/gb,,iGEM12_Evry-Genopole,1
Plate 2,16F,BBa_S03858,pSB1C3,chloramphenicol,OK,Intermediate,Confirmed(A),"""I718017:B0015""",https://synbiohub.org/public/igem/BBa_S03858/1/gb,,Guests,3
Plate 2,16G,BBa_K812020,pSB1C3,chloramphenicol,OK,Coding,Confirmed(A),"""Eukaryotic PoPs -> IaaH. Indoleacetamide hydrolyase for Auxin generator  with kozak""",https://synbiohub.org/public/igem/BBa_K812020/1/gb,,iGEM12_Evry-Genopole,1
Plate 2,16H,BBa_S03859,pSB1C3,chloramphenicol,OK,Intermediate,Confirmed(A),"""B0015:I718016""",https://synbiohub.org/public/igem/BBa_S03859/1/gb,,Guests,3
Plate 2,16I,BBa_K936020,pSB1C3,chloramphenicol,OK,Composite,Confirmed(A),"""K206000+B0034+pelB+Cutinase+Polyhistidine Tag""",https://synbiohub.org/public/igem/BBa_K936020/1/gb,,iGEM12_UC_Davis,2
Plate 2,16J,BBa_I742109,pSB1C3,chloramphenicol,OK,Translational_Unit,Confirmed(A),"""COMT gene with ribosome binding site""",https://synbiohub.org/public/igem/BBa_I742109/1/gb,,iGEM07_Edinburgh,2
Plate 2,16K,BBa_K876002,pSB1C3,chloramphenicol,OK,Composite,Confirmed(A),"""pTet-LacI""",https://synbiohub.org/public/igem/BBa_K876002/1/gb,,iGEM12_UT_Dallas,2
Plate 2,16L,BBa_S03877,pSB1C3,chloramphenicol,OK,Intermediate,Confirmed(A),"""B0034:I15008""",https://synbiohub.org/public/igem/BBa_S03877/1/gb,,iGEM2006_Toronto,2
Plate 2,16M,BBa_K876004,pSB1C3,chloramphenicol,OK,Composite,Long part(A),"""pTet-RBS-GFP-T-pLac-TetR""",https://synbiohub.org/public/igem/BBa_K876004/1/gb,,iGEM12_UT_Dallas,6
Plate 2,16N,BBa_I13452,pSB1C3,chloramphenicol,OK,DNA,Confirmed(A),"""Adds another BioBrick site""",https://synbiohub.org/public/igem/BBa_I13452/1/gb,,iGEM12_UT_Dallas,1
Plate 2,16O,BBa_K909003,pSB1C3,chloramphenicol,OK,Coding,Long part(A),"""Cph8 (Cph1-Envz-Fusionprotein) with RBS""",https://synbiohub.org/public/igem/BBa_K909003/1/gb,,iGEM12_ETH_Zurich,1
Plate 2,16P,BBa_I13500,pSB1C3,chloramphenicol,OK,Composite,Confirmed(A),"""Screening plasmid intermediate""",https://synbiohub.org/public/igem/BBa_I13500/1/gb,,iGEM12_ETH_Zurich,2
Plate 2,17A,BBa_K759012,pSB1C3,chloramphenicol,OK,Composite,Long part(A),"""eCFP + E. coli aggregation (Ag43) device induced by pBAD promoter.""",https://synbiohub.org/public/igem/BBa_K759012/1/gb,,iGEM12_HokkaidoU_Japan,7
Plate 2,17B,BBa_J13023,pSB1C3,chloramphenicol,OK,Regulatory,Confirmed(A),"""3OC6HSL+LuxR dependent POPS/RIPS generator""",https://synbiohub.org/public/igem/BBa_J13023/1/gb,,iGEM12_HokkaidoU_Japan,2
Plate 2,17C,BBa_K786002,pSB1C3,chloramphenicol,OK,Device,Long part(A),"""Sensory rhodopsin II (SRII) with HtrII & Tar  sensitive to blue-green light""",https://synbiohub.org/public/igem/BBa_K786002/1/gb,,iGEM12_Hong_Kong-CUHK,1
Plate 2,17D,BBa_J06504,pSB1C3,chloramphenicol,OK,Reporter,Confirmed(A),"""monomeric RFP optimized for bacteria""",https://synbiohub.org/public/igem/BBa_J06504/1/gb,,iGEM12_Hong_Kong-CUHK,1
Plate 2,17E,BBa_K786003,pSB1C3,chloramphenicol,OK,Device,Long part(A),"""Sensory rhodopsin I (SRI) with HtrII & Tar  sensitive to orange light""",https://synbiohub.org/public/igem/BBa_K786003/1/gb,,iGEM12_Hong_Kong-CUHK,1
Plate 2,17F,BBa_J06602,pSB1C3,chloramphenicol,OK,Intermediate,Confirmed(A),"""Construction Intermediate: mCherry  bacterial with RBS (B0034.J06504)""",https://synbiohub.org/public/igem/BBa_J06602/1/gb,,iGEM2005,2
Plate 2,17G,BBa_K863021,pSB1C3,chloramphenicol,OK,Coding,Long part(A),"""bhal laccase from Bacillus halodurans """,https://synbiohub.org/public/igem/BBa_K863021/1/gb,,iGEM12_Bielefeld-Germany,1
Plate 2,17H,BBa_I13457,pSB1C3,chloramphenicol,OK,DNA,Confirmed(A),"""Improved insertion site with two RNAse  E cut sites""",https://synbiohub.org/public/igem/BBa_I13457/1/gb,,iGEM12_Bielefeld-Germany,1
Plate 2,17I,BBa_K895002,pSB1C3,chloramphenicol,OK,Coding,Long part(A),"""Salty_VgrG""",https://synbiohub.org/public/igem/BBa_K895002/1/gb,,iGEM12_Dundee,1
Plate 2,17J,BBa_I13541,pSB1C3,chloramphenicol,OK,Temporary,Confirmed(A),"""Intermediate in two promoter screening plasmid""",https://synbiohub.org/public/igem/BBa_I13541/1/gb,,iGEM12_Dundee,5
Plate 2,17K,BBa_K861110,pSB1C3,chloramphenicol,OK,Coding,Long part(A),"""BcsB regulator of cellulose synthetase""",https://synbiohub.org/public/igem/BBa_K861110/1/gb,,iGEM12_WHU-China,1
Plate 2,17L,BBa_I13523,pSB1C3,chloramphenicol,OK,Intermediate,Inconsistent(A),"""Screening plasmid v2""",https://synbiohub.org/public/igem/BBa_I13523/1/gb,,iGEM12_WHU-China,5
Plate 2,17M,BBa_K741002,pSB1C3,chloramphenicol,OK,Generator,Confirmed(A),"""plac-RBS-GFP-T""",https://synbiohub.org/public/igem/BBa_K741002/1/gb,"""More than 1 ug in the tube.""",iGEM12_USTC-China,5
Plate 2,17N,BBa_I13542,pSB1C3,chloramphenicol,OK,Composite,Confirmed(A),"""Intermediate in two promoter screening plasmid""",https://synbiohub.org/public/igem/BBa_I13542/1/gb,,iGEM12_USTC-China,6
Plate 2,17O,BBa_K741008,pSB1C3,chloramphenicol,OK,Generator,Single error(A),"""pCon(0.244)-RBS-crogfp-T""",https://synbiohub.org/public/igem/BBa_K741008/1/gb,"""More than 1 ug in the tube.""",iGEM12_USTC-China,5
Plate 2,17P,BBa_I7108,pSB1C3,chloramphenicol,OK,Measurement,Confirmed(A),"""R0053.E0840""",https://synbiohub.org/public/igem/BBa_I7108/1/gb,,iGEM12_USTC-China,5
Plate 2,18A,BBa_K909006,pSB1C3,chloramphenicol,OK,Coding,Long part(A),"""Full-length lacZ with RBS and Terminator""",https://synbiohub.org/public/igem/BBa_K909006/1/gb,,iGEM12_ETH_Zurich,4
Plate 2,18B,BBa_I13502,pSB1C3,chloramphenicol,OK,Translational_Unit,Confirmed(A),"""Screening plasmid intermediate""",https://synbiohub.org/public/igem/BBa_I13502/1/gb,,iGEM12_ETH_Zurich,2
Plate 2,18C,BBa_K880002,pSB1C3,chloramphenicol,OK,Measurement,Confirmed(A),"""GFP fluorescence reporter to assay the activity of FimE K137007 and HbiF K880000 recombinases. """,https://synbiohub.org/public/igem/BBa_K880002/1/gb,,iGEM12_Michigan,7
Plate 2,18D,BBa_I13504,pSB1C3,chloramphenicol,OK,Reporter,Confirmed(A),"""Screening plasmid intermediate""",https://synbiohub.org/public/igem/BBa_I13504/1/gb,,iGEM12_Michigan,4
Plate 2,18E,BBa_K847101,pSB1C3,chloramphenicol,OK,Composite,Confirmed(A),"""Engineered FliC with insertable expression region""",https://synbiohub.org/public/igem/BBa_K847101/1/gb,,iGEM12_Stanford-Brown,5
Plate 2,18F,BBa_I15016,pSB1C3,chloramphenicol,OK,Translational_Unit,Confirmed(A),"""B0032.ECFP""",https://synbiohub.org/public/igem/BBa_I15016/1/gb,,iGEM12_Stanford-Brown,2
Plate 2,18G,BBa_K801070,pSB1C3,chloramphenicol,OK,Coding,Confirmed(A),"""xanthosine methyltransferase CaXMT1-strep""",https://synbiohub.org/public/igem/BBa_K801070/1/gb,,iGEM12_TU_Munich,1
Plate 2,18H,BBa_I15017,pSB1C3,chloramphenicol,OK,Translational_Unit,Confirmed(A),"""B0032.EYFP""",https://synbiohub.org/public/igem/BBa_I15017/1/gb,,iGEM12_TU_Munich,2
Plate 2,18I,BBa_K801071,pSB1C3,chloramphenicol,OK,Coding,Confirmed(A),"""7-methylxanthine N-methyltransferase CaMXMT1-strep""",https://synbiohub.org/public/igem/BBa_K801071/1/gb,,iGEM12_TU_Munich,1
Plate 2,18J,BBa_B0040,pSB1C3,chloramphenicol,OK,DNA,Confirmed(A),"""Spacer.1 (generic)""",https://synbiohub.org/public/igem/BBa_B0040/1/gb,,iGEM12_TU_Munich,1
Plate 2,18K,BBa_K801072,pSB1C3,chloramphenicol,OK,Coding,Confirmed(A),"""3 7-dimethylxanthine N-methyltransferase CaDXMT1-strep""",https://synbiohub.org/public/igem/BBa_K801072/1/gb,,iGEM12_TU_Munich,1
Plate 2,18L,BBa_I13001,pSB1C3,chloramphenicol,OK,Reporter,Confirmed(A),"""RBS B0030 w/ YFP (-LVA) TT""",https://synbiohub.org/public/igem/BBa_I13001/1/gb,,iGEM12_TU_Munich,4
Plate 2,18M,BBa_K801092,pSB1C3,chloramphenicol,OK,Coding,Long part(A),"""4-coumarate - coenzym A ligase (4CL) + yeast consensus sequence""",https://synbiohub.org/public/igem/BBa_K801092/1/gb,,iGEM12_TU_Munich,1
Plate 2,18N,BBa_J61001,pSB1C3,chloramphenicol,OK,DNA,Confirmed(A),"""[R6K] Origin of replication""",https://synbiohub.org/public/igem/BBa_J61001/1/gb,,iGEM12_TU_Munich,1
Plate 2,18O,BBa_K801093,pSB1C3,chloramphenicol,OK,Coding,Long part(A),"""4-coumarate--coenzyme A ligase (4CL) coding region""",https://synbiohub.org/public/igem/BBa_K801093/1/gb,,iGEM12_TU_Munich,1
Plate 2,18P,BBa_J23119,pSB1C3,chloramphenicol,OK,Regulatory,Confirmed(A),"""constitutive promoter family member""",https://synbiohub.org/public/igem/BBa_J23119/1/gb,,iGEM12_TU_Munich,1
Plate 2,19A,BBa_K741020,pSB1C3,chloramphenicol,OK,Composite,Inconsistent(A),"""plac-RBS-cI-T-pCon(0.856)-RBS-crogfp-T""",https://synbiohub.org/public/igem/BBa_K741020/1/gb,"""More than 1 ug in the tube.""",iGEM12_USTC-China,10
Plate 2,19B,BBa_I13528,pSB1C3,chloramphenicol,OK,Intermediate,Inconsistent(A),"""Screening plasmid v1.0 intermediate""",https://synbiohub.org/public/igem/BBa_I13528/1/gb,,iGEM12_USTC-China,5
Plate 2,19C,BBa_K822002,pSB1C3,chloramphenicol,OK,Coding,Long part(A),"""Colicin E1 + immunoprotein""",https://synbiohub.org/public/igem/BBa_K822002/1/gb,,iGEM12_NTNU_Trondheim,1
Plate 2,19D,BBa_M30011,pSB1C3,chloramphenicol,OK,Measurement,Confirmed(A),"""OmpR controlled mRFP""",https://synbiohub.org/public/igem/BBa_M30011/1/gb,,iGEM12_NTNU_Trondheim,5
Plate 2,19E,BBa_K863204,pSB1C3,chloramphenicol,OK,Device,Long part(A),"""shuttle vector pECPP11JS for recombination of genes of interest in yeast""",https://synbiohub.org/public/igem/BBa_K863204/1/gb,,iGEM12_Bielefeld-Germany,1
Plate 2,19F,BBa_J01060,pSB1C3,chloramphenicol,OK,Intermediate,Confirmed(A),"""OnLock1 = [pTet][Lock1]""",https://synbiohub.org/public/igem/BBa_J01060/1/gb,,iGEM12_Bielefeld-Germany,2
Plate 2,19G,BBa_K929003,pSB1C3,chloramphenicol,OK,Composite,Inconsistent(A),"""modified AID with CMV  hGH-polyA and eGFP""",https://synbiohub.org/public/igem/BBa_K929003/1/gb,,iGEM12_Potsdam_Bioware,1
Plate 2,19H,BBa_J01141,pSB1C3,chloramphenicol,OK,RNA,Confirmed(A),"""[pLacI pL][key1]""",https://synbiohub.org/public/igem/BBa_J01141/1/gb,,iGEM12_Potsdam_Bioware,2
Plate 2,19I,BBa_K778001,pSB1C3,chloramphenicol,OK,Coding,Long part(A),"""fhlA: a transcriptional activator for enhanced hydrogen production""",https://synbiohub.org/public/igem/BBa_K778001/1/gb,,iGEM12_UT-Tokyo,1
Plate 2,19J,BBa_J01142,pSB1C3,chloramphenicol,OK,RNA,Confirmed(A),"""[pLacI pL][key3]""",https://synbiohub.org/public/igem/BBa_J01142/1/gb,,iGEM12_UT-Tokyo,2
Plate 2,19K,BBa_K778002,pSB1C3,chloramphenicol,OK,Coding,Long part(A),"""fhlA-E363G (engineered trascriptional activator fhlA with a mutation)""",https://synbiohub.org/public/igem/BBa_K778002/1/gb,,iGEM12_UT-Tokyo,1
Plate 2,19L,BBa_I732095,pSB1C3,chloramphenicol,OK,Reporter,Confirmed(A),"""Promoter Activity Reporter (LacZ-alpha and RFP)""",https://synbiohub.org/public/igem/BBa_I732095/1/gb,,iGEM07_USTC,7
Plate 2,19M,BBa_K895005,pSB1C3,chloramphenicol,OK,Coding,Long part(A),"""Salty_VgrG-CD27_endolysin""",https://synbiohub.org/public/igem/BBa_K895005/1/gb,,iGEM12_Dundee,1
Plate 2,19N,BBa_I732902,pSB1C3,chloramphenicol,OK,Measurement,Confirmed(A),"""R0010 I732020""",https://synbiohub.org/public/igem/BBa_I732902/1/gb,,iGEM07_USTC,5
Plate 2,19O,BBa_K775009,pSB1C3,chloramphenicol,OK,Composite,Long part(A),"""Niacin Chimeric GPCR with Fus1-EGFP reporter (2)""",https://synbiohub.org/public/igem/BBa_K775009/1/gb,,iGEM12_TU-Delft,2
Plate 2,19P,BBa_I732805,pSB1C3,chloramphenicol,OK,Intermediate,Confirmed(A),"""ARL2A0101 (RBS+  TERM-)""",https://synbiohub.org/public/igem/BBa_I732805/1/gb,,iGEM07_USTC,2
Plate 2,20A,BBa_K784047,pSB1C3,chloramphenicol,OK,Composite,Long part(A),"""Theophylline riboswitch + wt T7 RNAP""",https://synbiohub.org/public/igem/BBa_K784047/1/gb,"""shipment #01354 tube #25""",iGEM12_Technion,2
Plate 2,20B,BBa_I13002,pSB1C3,chloramphenicol,OK,Reporter,Confirmed(A),"""RBS B0031 w/ YFP (-LVA) TT""",https://synbiohub.org/public/igem/BBa_I13002/1/gb,,iGEM12_Technion,4
Plate 2,20C,BBa_K902059,pSB1C3,chloramphenicol,OK,Translational_Unit,Long part(A),"""katG +LAA behind an RBS (B0034)""",https://synbiohub.org/public/igem/BBa_K902059/1/gb,,iGEM12_Calgary,2
Plate 2,20D,BBa_I13600,pSB1C3,chloramphenicol,OK,Reporter,Confirmed(A),"""Tet with CFP reporter (without LVA tag)""",https://synbiohub.org/public/igem/BBa_I13600/1/gb,,iGEM12_Calgary,5
Plate 2,20E,BBa_K876009,pSB1C3,chloramphenicol,OK,Composite,Long part(A),"""LuxR-DT-pLux-TetR""",https://synbiohub.org/public/igem/BBa_K876009/1/gb,,iGEM12_UT_Dallas,5
Plate 2,20F,BBa_S03154,pSB1C3,chloramphenicol,OK,Intermediate,Confirmed(A),"""B0034.C0078""",https://synbiohub.org/public/igem/BBa_S03154/1/gb,,iGEM12_UT_Dallas,2
Plate 2,20G,BBa_K876011,pSB1C3,chloramphenicol,OK,Composite,Long part(A),"""pTet-LasR-DT-pLas-LacI-RFP-ST-pLac-LuxI""",https://synbiohub.org/public/igem/BBa_K876011/1/gb,,iGEM12_UT_Dallas,11
Plate 2,20H,BBa_I0466,pSB1C3,chloramphenicol,OK,Signalling,Confirmed(A),"""RhlR Protein Generator""",https://synbiohub.org/public/igem/BBa_I0466/1/gb,,iGEM12_UT_Dallas,4
Plate 2,20I,BBa_K876013,pSB1C3,chloramphenicol,OK,Composite,Long part(A),"""LacI-RFP-ST-pLac-LuxI""",https://synbiohub.org/public/igem/BBa_K876013/1/gb,,iGEM12_UT_Dallas,6
Plate 2,20J,BBa_P0151,pSB1C3,chloramphenicol,OK,Generator,Confirmed(A),"""PoPS -> cI (lambda)   [S0165]""",https://synbiohub.org/public/igem/BBa_P0151/1/gb,,iGEM12_UT_Dallas,4
Plate 2,20K,BBa_K876038,pSB1C3,chloramphenicol,OK,Composite,Confirmed(A),"""TT-pLasR-araC""",https://synbiohub.org/public/igem/BBa_K876038/1/gb,,iGEM12_UT_Dallas,4
Plate 2,20L,BBa_E0430,pSB1C3,chloramphenicol,OK,Reporter,Confirmed(A),"""EYFP (RBS+ LVA- TERM) (B0034.E0030.B0015)""",https://synbiohub.org/public/igem/BBa_E0430/1/gb,,iGEM12_UT_Dallas,4
Plate 2,20M,BBa_K876052,pSB1C3,chloramphenicol,OK,Reporter,Long part(A),"""plasR-luxI-RBS-YFP-Term-Term""",https://synbiohub.org/public/igem/BBa_K876052/1/gb,,iGEM12_UT_Dallas,6
Plate 2,20N,BBa_R1051,pSB1C3,chloramphenicol,OK,Regulatory,Confirmed(A),"""Promoter  Standard (lambda cI regulated)<br>""",https://synbiohub.org/public/igem/BBa_R1051/1/gb,,Antiquity,1
Plate 2,20O,BBa_K876060,pSB1C3,chloramphenicol,OK,Composite,Confirmed(A),"""Term-Term-plasR-RBS-CFP-Term-Term""",https://synbiohub.org/public/igem/BBa_K876060/1/gb,,iGEM12_UT_Dallas,7
Plate 2,20P,BBa_I13453,pSB1C3,chloramphenicol,OK,Regulatory,Confirmed(A),"""Pbad promoter""",https://synbiohub.org/public/igem/BBa_I13453/1/gb,,iGEM12_UT_Dallas,1
Plate 2,21A,BBa_K775010,pSB1C3,chloramphenicol,OK,Composite,Long part(A),"""Isoamylacetate Chimeric GPCR with Fus1-EGFP reporter (2)""",https://synbiohub.org/public/igem/BBa_K775010/1/gb,,iGEM12_TU-Delft,2
Plate 2,21B,BBa_I732903,pSB1C3,chloramphenicol,OK,Measurement,Bad Sequencing(A),"""R0011 I732020""",https://synbiohub.org/public/igem/BBa_I732903/1/gb,,iGEM07_USTC,5
Plate 2,21C,BBa_K849000,pSB1C3,chloramphenicol,OK,Coding,Inconsistent(A),"""3-Hydroxy-3-Methyl-Glutaryl-CoA-Reductase from Yeast""",https://synbiohub.org/public/igem/BBa_K849000/1/gb,,iGEM12_Frankfurt,1
Plate 2,21D,BBa_I732018,pSB1C3,chloramphenicol,OK,Translational_Unit,Confirmed(A),"""lacZ alpha fragment (RBS+ TERM-)""",https://synbiohub.org/public/igem/BBa_I732018/1/gb,,iGEM07_USTC,2
Plate 2,21E,BBa_K849003,pSB1C3,chloramphenicol,OK,Coding,Long part(A),"""bifunctional Cyclase from Gibberella fujikuroi""",https://synbiohub.org/public/igem/BBa_K849003/1/gb,,iGEM12_Frankfurt,1
Plate 2,21F,BBa_I732810,pSB1C3,chloramphenicol,OK,Intermediate,Confirmed(A),"""ARL2A0203 (RBS+  TERM-)""",https://synbiohub.org/public/igem/BBa_I732810/1/gb,,iGEM07_USTC,2
Plate 2,21G,BBa_K849004,pSB1C3,chloramphenicol,OK,Coding,Long part(A),"""ent-Kaurene Oxidase from Gibberella fujikuroi""",https://synbiohub.org/public/igem/BBa_K849004/1/gb,,iGEM12_Frankfurt,1
Plate 2,21H,BBa_I6106,pSB1C3,chloramphenicol,OK,Measurement,Confirmed(A),"""Promoter O_H Test R0078.E0430""",https://synbiohub.org/public/igem/BBa_I6106/1/gb,,iGEM12_Frankfurt,5
Plate 2,21I,BBa_K929000,pSB1C3,chloramphenicol,OK,Composite,Long part(A),"""AID with CMV promoter and hGH-polyadenylation signal sequence""",https://synbiohub.org/public/igem/BBa_K929000/1/gb,,iGEM12_Potsdam_Bioware,1
Plate 2,21J,BBa_I6107,pSB1C3,chloramphenicol,OK,Measurement,Confirmed(A),"""Promoter O_H Test R0079.E0430""",https://synbiohub.org/public/igem/BBa_I6107/1/gb,,iGEM12_Potsdam_Bioware,5
